connection	op	table	params
virtual-1851	MERGE	txn2	374	374	"8"	"8"
virtual-1848	SELECT	txn2	374
virtual-1847	SELECT	txn2	374
virtual-1848	MERGE	txn2	374	374	"5"	"5"
virtual-1852	MERGE	txn1	375	375	"2"	"2"
virtual-1852	MERGE	txn1	375	375	"3"	"3"
virtual-1851	SELECT	txn2	373
virtual-1854	SELECT	txn1	375
virtual-1847	MERGE	txn2	373	373	"2"	"2"
virtual-1853	SELECT	txn1	375
virtual-1855	MERGE	txn1	375	375	"4"	"4"
virtual-1854	MERGE	txn0	363	363	"8"	"8"
virtual-1852	SELECT	txn1	375
virtual-1856	MERGE	txn1	375	375	"6"	"6"
virtual-1857	MERGE	txn1	375	375	"8"	"8"
virtual-1855	SELECT	txn1	375
virtual-1858	SELECT	txn1	375
virtual-1860	SELECT	txn2	377
virtual-1854	SELECT	txn1	375
virtual-1859	MERGE	txn2	377	377	"1"	"1"
virtual-1856	MERGE	txn2	373	373	"5"	"5"
virtual-1855	MERGE	txn1	375	375	"5"	"5"
virtual-1861	SELECT	txn2	377
virtual-1854	SELECT	txn2	373
virtual-1860	SELECT	txn1	378
virtual-1859	MERGE	txn2	377	377	"2"	"2"
virtual-1856	SELECT	txn1	375
virtual-1856	MERGE	txn1	375	375	"7"	"7"
virtual-1862	MERGE	txn2	372	372	"3"	"3"
virtual-1863	MERGE	txn1	378	378	"1"	"1"
virtual-1864	MERGE	txn2	377	377	"3"	"3"
virtual-1859	SELECT	txn2	377
virtual-1864	SELECT	txn2	372
virtual-1865	SELECT	txn0	376
virtual-1864	SELECT	txn2	372
virtual-1865	SELECT	txn1	378
virtual-1863	SELECT	txn2	377
virtual-1859	MERGE	txn2	373	373	"8"	"8"
virtual-1866	MERGE	txn2	372	372	"5"	"5"
virtual-1863	SELECT	txn1	350
virtual-1865	SELECT	txn2	377
virtual-1867	SELECT	txn1	378
virtual-1869	MERGE	txn2	372	372	"6"	"6"
virtual-1868	MERGE	txn2	377	377	"4"	"4"
virtual-1863	MERGE	txn2	372	372	"4"	"4"
virtual-1866	SELECT	txn2	377
virtual-1867	SELECT	txn1	378
virtual-1868	MERGE	txn1	378	378	"2"	"2"
virtual-1871	MERGE	txn2	377	377	"5"	"5"
virtual-1870	SELECT	txn2	377
virtual-1868	SELECT	txn2	377
virtual-1868	SELECT	txn2	377
virtual-1874	SELECT	txn1	378
virtual-1873	MERGE	txn2	377	377	"8"	"8"
virtual-1872	SELECT	txn2	377
virtual-1870	SELECT	txn2	377
virtual-1876	SELECT	txn2	372
virtual-1873	MERGE	txn1	378	378	"3"	"3"
virtual-1876	MERGE	txn1	378	378	"5"	"5"
virtual-1875	MERGE	txn1	378	378	"4"	"4"
virtual-1874	MERGE	txn0	379	379	"1"	"1"
virtual-1873	SELECT	txn1	378
virtual-1877	MERGE	txn0	379	379	"2"	"2"
virtual-1880	MERGE	txn0	379	379	"5"	"5"
virtual-1878	SELECT	txn0	379
virtual-1879	MERGE	txn0	379	379	"4"	"4"
virtual-1874	MERGE	txn2	372	372	"7"	"7"
virtual-1877	MERGE	txn0	376	376	"2"	"2"
virtual-1879	SELECT	txn0	379
virtual-1880	MERGE	txn0	379	379	"6"	"6"
virtual-1874	SELECT	txn0	379
virtual-1880	MERGE	txn0	379	379	"7"	"7"
virtual-1878	MERGE	txn0	379	379	"3"	"3"
virtual-1882	SELECT	txn2	327
virtual-1881	MERGE	txn1	380	380	"1"	"1"
virtual-1883	MERGE	txn1	380	380	"3"	"3"
virtual-1877	MERGE	txn2	372	372	"8"	"8"
virtual-1879	SELECT	txn0	379
virtual-1881	SELECT	txn0	379
virtual-1883	SELECT	txn0	379
virtual-1882	MERGE	txn1	380	380	"2"	"2"
virtual-1883	MERGE	txn2	382	382	"1"	"1"
virtual-1885	MERGE	txn1	381	381	"1"	"1"
virtual-1881	MERGE	txn1	378	378	"6"	"6"
virtual-1884	SELECT	txn2	382
virtual-1881	MERGE	txn1	378	378	"7"	"7"
virtual-1885	MERGE	txn1	381	381	"2"	"2"
virtual-1882	MERGE	txn1	378	378	"8"	"8"
virtual-1883	MERGE	txn2	382	382	"2"	"2"
virtual-1886	SELECT	txn1	381
virtual-1887	SELECT	txn2	382
virtual-1887	MERGE	txn2	382	382	"3"	"3"
virtual-1888	SELECT	txn1	381
virtual-1889	SELECT	txn2	382
virtual-1891	MERGE	txn2	382	382	"6"	"6"
virtual-1890	MERGE	txn2	382	382	"5"	"5"
virtual-1893	MERGE	txn2	382	382	"8"	"8"
virtual-1892	MERGE	txn1	380	380	"4"	"4"
virtual-1894	SELECT	txn1	381
virtual-1891	MERGE	txn2	382	382	"7"	"7"
virtual-1892	SELECT	txn2	331
virtual-1888	MERGE	txn2	382	382	"4"	"4"
virtual-1895	MERGE	txn1	350	350	"7"	"7"
virtual-1899	MERGE	txn0	376	376	"3"	"3"
virtual-1897	MERGE	txn2	383	383	"1"	"1"
virtual-1896	SELECT	txn2	383
virtual-1899	MERGE	txn1	350	350	"8"	"8"
virtual-1896	MERGE	txn1	381	381	"5"	"5"
virtual-1896	MERGE	txn1	381	381	"6"	"6"
virtual-1895	SELECT	txn1	380
virtual-1898	SELECT	txn2	383
virtual-1900	SELECT	txn1	350
virtual-1895	MERGE	txn1	381	381	"4"	"4"
virtual-1901	MERGE	txn1	381	381	"7"	"7"
virtual-1903	SELECT	txn2	383
virtual-1898	MERGE	txn2	383	383	"2"	"2"
virtual-1901	MERGE	txn1	381	381	"8"	"8"
virtual-1902	MERGE	txn2	383	383	"4"	"4"
virtual-1900	MERGE	txn1	380	380	"5"	"5"
virtual-1901	MERGE	txn2	383	383	"3"	"3"
virtual-1903	MERGE	txn2	383	383	"6"	"6"
virtual-1905	MERGE	txn2	384	384	"1"	"1"
virtual-1902	MERGE	txn2	383	383	"5"	"5"
virtual-1900	SELECT	txn2	327
virtual-1904	SELECT	txn2	383
virtual-1902	SELECT	txn1	381
virtual-1905	MERGE	txn2	384	384	"2"	"2"
virtual-1906	SELECT	txn2	384
virtual-1900	SELECT	txn2	383
virtual-1902	MERGE	txn1	380	380	"6"	"6"
virtual-1906	SELECT	txn2	384
virtual-1904	SELECT	txn2	383
virtual-1904	SELECT	txn2	383
virtual-1907	SELECT	txn2	383
virtual-1909	MERGE	txn2	383	383	"8"	"8"
virtual-1904	SELECT	txn2	383
virtual-1910	MERGE	txn1	380	380	"7"	"7"
virtual-1910	MERGE	txn1	385	385	"1"	"1"
virtual-1908	MERGE	txn2	383	383	"7"	"7"
virtual-1907	SELECT	txn1	380
virtual-1911	SELECT	txn2	384
virtual-1909	SELECT	txn2	384
virtual-1910	MERGE	txn1	385	385	"2"	"2"
virtual-1909	SELECT	txn1	380
virtual-1912	MERGE	txn2	331	331	"2"	"2"
virtual-1910	MERGE	txn2	384	384	"3"	"3"
virtual-1913	MERGE	txn1	385	385	"3"	"3"
virtual-1909	SELECT	txn2	384
virtual-1911	SELECT	txn1	385
virtual-1917	MERGE	txn2	384	384	"5"	"5"
virtual-1916	MERGE	txn1	385	385	"6"	"6"
virtual-1917	MERGE	txn2	384	384	"6"	"6"
virtual-1913	SELECT	txn1	385
virtual-1914	SELECT	txn2	384
virtual-1918	MERGE	txn1	385	385	"7"	"7"
virtual-1915	SELECT	txn1	385
virtual-1917	SELECT	txn1	385
virtual-1913	SELECT	txn1	385
virtual-1919	SELECT	txn2	384
virtual-1920	MERGE	txn2	384	384	"8"	"8"
virtual-1919	MERGE	txn0	376	376	"4"	"4"
virtual-1921	MERGE	txn1	385	385	"8"	"8"
virtual-1914	SELECT	txn2	384
virtual-1919	MERGE	txn2	384	384	"7"	"7"
virtual-1914	MERGE	txn1	385	385	"4"	"4"
virtual-1921	SELECT	txn0	386
virtual-1920	SELECT	txn1	385
virtual-1922	MERGE	txn0	386	386	"2"	"2"
virtual-1920	MERGE	txn0	386	386	"1"	"1"
virtual-1924	MERGE	txn2	387	387	"1"	"1"
virtual-1925	SELECT	txn0	386
virtual-1921	SELECT	txn1	385
virtual-1927	MERGE	txn0	386	386	"4"	"4"
virtual-1927	SELECT	txn2	387
virtual-1923	SELECT	txn2	327
virtual-1923	SELECT	txn0	376
virtual-1924	SELECT	txn2	387
virtual-1926	MERGE	txn2	387	387	"3"	"3"
virtual-1924	MERGE	txn0	386	386	"3"	"3"
virtual-1928	SELECT	txn2	327
virtual-1930	SELECT	txn0	386
virtual-1929	SELECT	txn1	220
virtual-1926	SELECT	txn0	386
virtual-1923	SELECT	txn2	387
virtual-1923	SELECT	txn0	376
virtual-1931	MERGE	txn2	387	387	"5"	"5"
virtual-1929	SELECT	txn2	387
virtual-1930	MERGE	txn2	387	387	"4"	"4"
virtual-1932	MERGE	txn0	386	386	"5"	"5"
virtual-1932	SELECT	txn0	376
virtual-1933	MERGE	txn0	386	386	"6"	"6"
virtual-1936	MERGE	txn2	387	387	"6"	"6"
virtual-1936	MERGE	txn0	386	386	"8"	"8"
virtual-1935	SELECT	txn2	387
virtual-1938	SELECT	txn0	389
virtual-1939	SELECT	txn0	389
virtual-1934	MERGE	txn0	386	386	"7"	"7"
virtual-1932	SELECT	txn1	350
virtual-1941	MERGE	txn0	388	388	"2"	"2"
virtual-1939	SELECT	txn0	388
virtual-1937	MERGE	txn2	387	387	"7"	"7"
virtual-1937	MERGE	txn2	387	387	"8"	"8"
virtual-1940	MERGE	txn0	388	388	"1"	"1"
virtual-1941	SELECT	txn0	388
virtual-1937	SELECT	txn0	376
virtual-1939	SELECT	txn0	388
virtual-1939	SELECT	txn0	376
virtual-1940	SELECT	txn0	388
virtual-1942	SELECT	txn0	388
virtual-1944	SELECT	txn1	380
virtual-1944	SELECT	txn0	388
virtual-1944	MERGE	txn1	380	380	"8"	"8"
virtual-1946	MERGE	txn0	389	389	"1"	"1"
virtual-1944	MERGE	txn0	388	388	"3"	"3"
virtual-1943	SELECT	txn0	388
virtual-1948	SELECT	txn0	376
virtual-1946	SELECT	txn1	380
virtual-1948	SELECT	txn0	376
virtual-1945	SELECT	txn0	388
virtual-1946	MERGE	txn0	388	388	"4"	"4"
virtual-1949	SELECT	txn2	331
virtual-1949	SELECT	txn1	220
virtual-1947	MERGE	txn0	389	389	"2"	"2"
virtual-1948	MERGE	txn0	388	388	"7"	"7"
virtual-1943	SELECT	txn0	388
virtual-1947	MERGE	txn0	388	388	"6"	"6"
virtual-1949	SELECT	txn0	388
virtual-1943	SELECT	txn0	388
virtual-1943	SELECT	txn0	389
virtual-1950	SELECT	txn0	389
virtual-1951	MERGE	txn1	391	391	"1"	"1"
virtual-1948	SELECT	txn1	380
virtual-1949	MERGE	txn1	390	390	"1"	"1"
virtual-1953	MERGE	txn0	389	389	"5"	"5"
virtual-1950	MERGE	txn0	388	388	"8"	"8"
virtual-1952	SELECT	txn1	391
virtual-1951	MERGE	txn1	390	390	"2"	"2"
virtual-1954	SELECT	txn0	389
virtual-1954	MERGE	txn0	376	376	"6"	"6"
virtual-1952	MERGE	txn1	391	391	"2"	"2"
virtual-1955	SELECT	txn1	391
virtual-1956	SELECT	txn1	391
virtual-1957	MERGE	txn1	391	391	"4"	"4"
virtual-1954	SELECT	txn1	391
virtual-1957	MERGE	txn1	391	391	"5"	"5"
virtual-1958	MERGE	txn0	389	389	"6"	"6"
virtual-1959	SELECT	txn1	391
virtual-1960	SELECT	txn1	391
virtual-1955	SELECT	txn2	327
virtual-1954	MERGE	txn1	391	391	"3"	"3"
virtual-1961	MERGE	txn1	390	390	"3"	"3"
virtual-1965	MERGE	txn0	389	389	"7"	"7"
virtual-1962	SELECT	txn1	391
virtual-1964	SELECT	txn0	389
virtual-1961	MERGE	txn1	390	390	"4"	"4"
virtual-1963	SELECT	txn1	391
virtual-1961	SELECT	txn1	391
virtual-1965	MERGE	txn1	220	220	"8"	"8"
virtual-1962	MERGE	txn1	391	391	"6"	"6"
virtual-1963	MERGE	txn1	390	390	"5"	"5"
virtual-1964	SELECT	txn1	390
virtual-1970	SELECT	txn1	390
virtual-1967	MERGE	txn1	391	391	"8"	"8"
virtual-1966	SELECT	txn1	391
virtual-1969	SELECT	txn2	392
virtual-1968	MERGE	txn0	389	389	"8"	"8"
virtual-1966	SELECT	txn1	391
virtual-1969	MERGE	txn0	376	376	"8"	"8"
virtual-1971	MERGE	txn1	390	390	"6"	"6"
virtual-1969	SELECT	txn2	392
virtual-1971	SELECT	txn2	392
virtual-1972	MERGE	txn1	390	390	"7"	"7"
virtual-1968	SELECT	txn2	392
virtual-1973	SELECT	txn2	392
virtual-1976	MERGE	txn0	393	393	"1"	"1"
virtual-1974	SELECT	txn2	392
virtual-1974	SELECT	txn2	392
virtual-1969	SELECT	txn2	392
virtual-1975	MERGE	txn2	392	392	"2"	"2"
virtual-1972	SELECT	txn2	392
virtual-1977	MERGE	txn0	393	393	"3"	"3"
virtual-1976	MERGE	txn0	393	393	"2"	"2"
virtual-1974	MERGE	txn1	390	390	"8"	"8"
virtual-1975	SELECT	txn0	393
virtual-1972	SELECT	txn2	392
virtual-1975	MERGE	txn2	392	392	"3"	"3"
virtual-1978	SELECT	txn2	392
virtual-1976	MERGE	txn2	395	395	"1"	"1"
virtual-1979	MERGE	txn0	393	393	"4"	"4"
virtual-1972	MERGE	txn2	392	392	"1"	"1"
virtual-1975	SELECT	txn2	394
virtual-1978	MERGE	txn2	392	392	"4"	"4"
virtual-1983	SELECT	txn2	395
virtual-1981	MERGE	txn0	393	393	"5"	"5"
virtual-1980	MERGE	txn2	392	392	"5"	"5"
virtual-1980	SELECT	txn2	395
virtual-1984	MERGE	txn2	392	392	"6"	"6"
virtual-1982	MERGE	txn0	393	393	"6"	"6"
virtual-1986	SELECT	txn2	394
virtual-1985	SELECT	txn2	395
virtual-1988	SELECT	txn2	392
virtual-1988	MERGE	txn0	393	393	"7"	"7"
virtual-1987	SELECT	txn2	392
virtual-1980	SELECT	txn2	392
virtual-1985	MERGE	txn2	395	395	"2"	"2"
virtual-1990	MERGE	txn0	393	393	"8"	"8"
virtual-1987	SELECT	txn2	392
virtual-1985	SELECT	txn2	392
virtual-1989	MERGE	txn2	395	395	"3"	"3"
virtual-1987	SELECT	txn0	376
virtual-1990	MERGE	txn2	394	394	"1"	"1"
virtual-1980	SELECT	txn2	392
virtual-1990	SELECT	txn0	396
virtual-1985	SELECT	txn0	376
virtual-1989	MERGE	txn2	395	395	"4"	"4"
virtual-1987	MERGE	txn2	392	392	"8"	"8"
virtual-1989	SELECT	txn0	396
virtual-1991	MERGE	txn0	396	396	"1"	"1"
virtual-1990	SELECT	txn2	398
virtual-1991	MERGE	txn2	398	398	"1"	"1"
virtual-1993	SELECT	txn2	398
virtual-1992	SELECT	txn2	398
virtual-1989	MERGE	txn2	395	395	"5"	"5"
virtual-1994	MERGE	txn0	396	396	"4"	"4"
virtual-1993	SELECT	txn2	398
virtual-1991	SELECT	txn2	398
virtual-1995	SELECT	txn0	396
virtual-1992	MERGE	txn0	396	396	"2"	"2"
virtual-1996	SELECT	txn2	398
virtual-1996	SELECT	txn0	396
virtual-1997	SELECT	txn0	396
virtual-1999	SELECT	txn2	398
virtual-1999	MERGE	txn2	398	398	"2"	"2"
virtual-1995	MERGE	txn2	395	395	"6"	"6"
virtual-1991	SELECT	txn2	398
virtual-1996	SELECT	txn2	399
virtual-1998	SELECT	txn0	396
virtual-1995	SELECT	txn2	395
virtual-1999	SELECT	txn0	396
virtual-1996	SELECT	txn0	396
virtual-1998	MERGE	txn0	396	396	"5"	"5"
virtual-2001	MERGE	txn0	396	396	"6"	"6"
virtual-1998	SELECT	txn0	396
virtual-2000	SELECT	txn2	398
virtual-2003	SELECT	txn0	396
virtual-2002	SELECT	txn2	398
virtual-2004	SELECT	txn2	331
virtual-2000	SELECT	txn2	398
virtual-2005	MERGE	txn2	395	395	"7"	"7"
virtual-2003	MERGE	txn2	399	399	"1"	"1"
virtual-2006	SELECT	txn1	220
virtual-2002	SELECT	txn2	398
virtual-2005	SELECT	txn2	399
virtual-2006	MERGE	txn2	398	398	"4"	"4"
virtual-2004	SELECT	txn2	399
virtual-2007	MERGE	txn0	400	400	"2"	"2"
virtual-2002	MERGE	txn0	396	396	"8"	"8"
virtual-2007	SELECT	txn2	398
virtual-2005	MERGE	txn0	400	400	"1"	"1"
virtual-2002	SELECT	txn0	396
virtual-2007	MERGE	txn0	400	400	"3"	"3"
virtual-2006	SELECT	txn0	400
virtual-2004	SELECT	txn2	398
virtual-2007	MERGE	txn2	398	398	"5"	"5"
virtual-2008	SELECT	txn0	400
virtual-2010	SELECT	txn2	398
virtual-2011	MERGE	txn2	398	398	"7"	"7"
virtual-2009	MERGE	txn2	398	398	"6"	"6"
virtual-2008	MERGE	txn0	400	400	"4"	"4"
virtual-2012	SELECT	txn2	395
virtual-2010	SELECT	txn2	398
virtual-2013	SELECT	txn2	401
virtual-2009	MERGE	txn0	400	400	"5"	"5"
virtual-2014	SELECT	txn2	398
virtual-2013	MERGE	txn2	401	401	"1"	"1"
virtual-2012	MERGE	txn0	400	400	"6"	"6"
virtual-2008	SELECT	txn0	400
virtual-2015	SELECT	txn2	401
virtual-2016	SELECT	txn2	401
virtual-2016	MERGE	txn2	401	401	"2"	"2"
virtual-2017	MERGE	txn2	398	398	"8"	"8"
virtual-2018	MERGE	txn2	401	401	"4"	"4"
virtual-2015	SELECT	txn2	395
virtual-2019	SELECT	txn2	401
virtual-2019	SELECT	txn2	395
virtual-2023	SELECT	txn0	402
virtual-2021	MERGE	txn2	401	401	"5"	"5"
virtual-2017	MERGE	txn2	401	401	"3"	"3"
virtual-2020	SELECT	txn2	401
virtual-2022	MERGE	txn2	401	401	"6"	"6"
virtual-2023	MERGE	txn0	402	402	"1"	"1"
virtual-2020	SELECT	txn2	401
virtual-2021	MERGE	txn2	395	395	"8"	"8"
virtual-2024	SELECT	txn2	401
virtual-2025	MERGE	txn2	401	401	"7"	"7"
virtual-2023	MERGE	txn0	402	402	"2"	"2"
virtual-2026	SELECT	txn0	402
virtual-2023	MERGE	txn0	402	402	"3"	"3"
virtual-2028	SELECT	txn2	395
virtual-2026	MERGE	txn0	402	402	"5"	"5"
virtual-2027	MERGE	txn0	402	402	"6"	"6"
virtual-2025	SELECT	txn0	402
virtual-2028	SELECT	txn2	395
virtual-2029	MERGE	txn1	403	403	"1"	"1"
virtual-2030	MERGE	txn2	405	405	"1"	"1"
virtual-2025	MERGE	txn0	402	402	"4"	"4"
virtual-2029	MERGE	txn1	404	404	"1"	"1"
virtual-2031	SELECT	txn1	403
virtual-2028	MERGE	txn0	402	402	"7"	"7"
virtual-2029	SELECT	txn1	403
virtual-2032	MERGE	txn1	403	403	"2"	"2"
virtual-2037	MERGE	txn2	394	394	"2"	"2"
virtual-2035	SELECT	txn2	405
virtual-2033	SELECT	txn2	399
virtual-2034	SELECT	txn1	403
virtual-2036	MERGE	txn2	331	331	"3"	"3"
virtual-2037	SELECT	txn1	404
virtual-2038	MERGE	txn1	403	403	"4"	"4"
virtual-2033	SELECT	txn1	403
virtual-2034	MERGE	txn1	403	403	"3"	"3"
virtual-2036	SELECT	txn1	404
virtual-2038	MERGE	txn1	403	403	"5"	"5"
virtual-2042	SELECT	txn2	405
virtual-2041	MERGE	txn1	403	403	"6"	"6"
virtual-2039	SELECT	txn1	403
virtual-2040	MERGE	txn1	403	403	"7"	"7"
virtual-2038	SELECT	txn1	403
virtual-2045	SELECT	txn2	406
virtual-2042	SELECT	txn1	403
virtual-2045	SELECT	txn2	406
virtual-2045	MERGE	txn2	405	405	"4"	"4"
virtual-2044	MERGE	txn1	404	404	"2"	"2"
virtual-2043	SELECT	txn2	405
virtual-2046	SELECT	txn2	406
virtual-2045	MERGE	txn2	406	406	"2"	"2"
virtual-2044	SELECT	txn2	406
virtual-2042	SELECT	txn1	403
virtual-2046	MERGE	txn2	394	394	"3"	"3"
virtual-2043	SELECT	txn2	406
virtual-2043	SELECT	txn2	405
virtual-2047	SELECT	txn2	406
virtual-2044	MERGE	txn2	406	406	"1"	"1"
virtual-2049	SELECT	txn1	404
virtual-2043	SELECT	txn2	405
virtual-2048	MERGE	txn2	406	406	"3"	"3"
virtual-2046	SELECT	txn2	406
virtual-2046	SELECT	txn2	406
virtual-2053	SELECT	txn2	406
virtual-2052	MERGE	txn2	406	406	"5"	"5"
virtual-2051	SELECT	txn2	406
virtual-2054	SELECT	txn2	406
virtual-2053	MERGE	txn2	405	405	"6"	"6"
virtual-2050	MERGE	txn2	405	405	"5"	"5"
virtual-2053	SELECT	txn2	405
virtual-2048	SELECT	txn2	405
virtual-2054	SELECT	txn2	406
virtual-2051	SELECT	txn2	406
virtual-2055	MERGE	txn2	406	406	"6"	"6"
virtual-2058	SELECT	txn1	407
virtual-2054	MERGE	txn2	394	394	"4"	"4"
virtual-2056	MERGE	txn2	399	399	"3"	"3"
virtual-2055	SELECT	txn2	406
virtual-2057	MERGE	txn2	406	406	"7"	"7"
virtual-2060	MERGE	txn1	407	407	"1"	"1"
virtual-2063	SELECT	txn1	407
virtual-2062	MERGE	txn1	407	407	"2"	"2"
virtual-2061	MERGE	txn2	405	405	"7"	"7"
virtual-2059	SELECT	txn1	407
virtual-2067	MERGE	txn1	407	407	"4"	"4"
virtual-2062	MERGE	txn1	407	407	"3"	"3"
virtual-2064	SELECT	txn2	405
virtual-2065	SELECT	txn2	405
virtual-2064	SELECT	txn1	407
virtual-2066	SELECT	txn1	407
virtual-2065	SELECT	txn1	407
virtual-2070	SELECT	txn2	405
virtual-2068	SELECT	txn1	407
virtual-2068	SELECT	txn2	405
virtual-2069	MERGE	txn2	399	399	"4"	"4"
virtual-2070	SELECT	txn2	405
virtual-2069	MERGE	txn1	407	407	"5"	"5"
virtual-2066	SELECT	txn2	405
virtual-2065	SELECT	txn1	407
virtual-2069	MERGE	txn1	407	407	"6"	"6"
virtual-2071	MERGE	txn1	407	407	"7"	"7"
virtual-2072	SELECT	txn2	399
virtual-2073	MERGE	txn2	405	405	"8"	"8"
virtual-2072	SELECT	txn1	407
virtual-2072	SELECT	txn1	404
virtual-2073	MERGE	txn1	407	407	"8"	"8"
virtual-2065	SELECT	txn1	404
virtual-2072	SELECT	txn1	407
virtual-2074	SELECT	txn1	404
virtual-2069	MERGE	txn2	399	399	"5"	"5"
virtual-2075	SELECT	txn2	409
virtual-2074	MERGE	txn0	408	408	"1"	"1"
virtual-2076	MERGE	txn2	409	409	"1"	"1"
virtual-2077	SELECT	txn2	409
virtual-2078	MERGE	txn0	408	408	"2"	"2"
virtual-2075	MERGE	txn2	399	399	"6"	"6"
virtual-2076	SELECT	txn0	408
virtual-2079	SELECT	txn2	409
virtual-2077	MERGE	txn2	409	409	"2"	"2"
virtual-2078	MERGE	txn2	409	409	"3"	"3"
virtual-2075	SELECT	txn2	409
virtual-2076	MERGE	txn1	404	404	"4"	"4"
virtual-2082	MERGE	txn2	399	399	"7"	"7"
virtual-2079	SELECT	txn2	409
virtual-2075	SELECT	txn2	399
virtual-2079	MERGE	txn0	408	408	"3"	"3"
virtual-2083	MERGE	txn0	408	408	"4"	"4"
virtual-2081	MERGE	txn2	409	409	"4"	"4"
virtual-2080	SELECT	txn2	399
virtual-2079	SELECT	txn2	409
virtual-2080	SELECT	txn2	409
virtual-2081	SELECT	txn2	409
virtual-2080	MERGE	txn2	394	394	"5"	"5"
virtual-2086	SELECT	txn2	394
virtual-2084	SELECT	txn2	409
virtual-2085	SELECT	txn2	409
virtual-2081	SELECT	txn0	408
virtual-2089	MERGE	txn2	397	397	"1"	"1"
virtual-2088	SELECT	txn0	408
virtual-2087	MERGE	txn1	404	404	"6"	"6"
virtual-2090	MERGE	txn1	404	404	"7"	"7"
virtual-2087	SELECT	txn2	409
virtual-2091	SELECT	txn2	410
virtual-2093	MERGE	txn2	410	410	"1"	"1"
virtual-2088	MERGE	txn2	409	409	"8"	"8"
virtual-2092	SELECT	txn2	410
virtual-2087	MERGE	txn2	409	409	"6"	"6"
virtual-2091	SELECT	txn1	404
virtual-2093	MERGE	txn2	410	410	"2"	"2"
virtual-2094	SELECT	txn2	410
virtual-2092	SELECT	txn2	410
virtual-2091	SELECT	txn0	408
virtual-2092	SELECT	txn2	410
virtual-2094	MERGE	txn2	410	410	"3"	"3"
virtual-2095	SELECT	txn2	410
virtual-2097	MERGE	txn0	408	408	"5"	"5"
virtual-2096	SELECT	txn2	410
virtual-2096	SELECT	txn0	408
virtual-2098	SELECT	txn1	404
virtual-2095	MERGE	txn2	399	399	"8"	"8"
virtual-2099	MERGE	txn1	404	404	"8"	"8"
virtual-2100	MERGE	txn2	410	410	"6"	"6"
virtual-2097	MERGE	txn0	408	408	"6"	"6"
virtual-2097	MERGE	txn2	410	410	"4"	"4"
virtual-2098	MERGE	txn2	331	331	"4"	"4"
virtual-2099	SELECT	txn2	410
virtual-2095	SELECT	txn0	408
virtual-2101	MERGE	txn2	394	394	"6"	"6"
virtual-2100	MERGE	txn0	408	408	"7"	"7"
virtual-2103	MERGE	txn2	414	414	"1"	"1"
virtual-2104	MERGE	txn1	412	412	"2"	"2"
virtual-2102	MERGE	txn2	410	410	"8"	"8"
virtual-2099	MERGE	txn2	410	410	"5"	"5"
virtual-2104	SELECT	txn2	413
virtual-2102	MERGE	txn2	411	411	"1"	"1"
virtual-2101	MERGE	txn1	412	412	"1"	"1"
virtual-2102	MERGE	txn2	413	413	"1"	"1"
virtual-2103	MERGE	txn2	413	413	"2"	"2"
virtual-2104	MERGE	txn1	412	412	"3"	"3"
virtual-2101	MERGE	txn2	410	410	"7"	"7"
virtual-2107	SELECT	txn1	412
virtual-2108	SELECT	txn2	414
virtual-2105	SELECT	txn2	414
virtual-2110	SELECT	txn2	331
virtual-2106	MERGE	txn2	414	414	"3"	"3"
virtual-2104	SELECT	txn2	413
virtual-2109	SELECT	txn2	413
virtual-2107	SELECT	txn2	411
virtual-2106	SELECT	txn2	394
virtual-2106	SELECT	txn2	414
virtual-2109	MERGE	txn2	414	414	"4"	"4"
virtual-2110	MERGE	txn2	414	414	"5"	"5"
virtual-2111	SELECT	txn2	414
virtual-2107	MERGE	txn1	412	412	"4"	"4"
virtual-2110	MERGE	txn2	414	414	"6"	"6"
virtual-2106	SELECT	txn2	413
virtual-2109	SELECT	txn1	412
virtual-2111	MERGE	txn2	414	414	"7"	"7"
virtual-2113	MERGE	txn2	331	331	"6"	"6"
virtual-2115	MERGE	txn1	412	412	"5"	"5"
virtual-2112	MERGE	txn2	331	331	"5"	"5"
virtual-2115	SELECT	txn2	414
virtual-2113	SELECT	txn1	412
virtual-2116	MERGE	txn1	415	415	"3"	"3"
virtual-2114	SELECT	txn2	414
virtual-2117	SELECT	txn2	413
virtual-2115	MERGE	txn1	415	415	"1"	"1"
virtual-2118	SELECT	txn1	415
virtual-2119	SELECT	txn1	415
virtual-2116	MERGE	txn2	397	397	"2"	"2"
virtual-2118	SELECT	txn2	413
virtual-2117	SELECT	txn2	413
virtual-2115	MERGE	txn1	415	415	"2"	"2"
virtual-2119	MERGE	txn1	415	415	"5"	"5"
virtual-2116	MERGE	txn1	415	415	"4"	"4"
virtual-2117	SELECT	txn2	413
virtual-2121	SELECT	txn1	415
virtual-2118	SELECT	txn2	411
virtual-2122	SELECT	txn2	413
virtual-2120	SELECT	txn1	415
virtual-2124	MERGE	txn2	413	413	"7"	"7"
virtual-2118	MERGE	txn2	411	411	"2"	"2"
virtual-2125	SELECT	txn2	413
virtual-2123	MERGE	txn2	413	413	"6"	"6"
virtual-2120	MERGE	txn2	413	413	"5"	"5"
virtual-2127	MERGE	txn1	415	415	"6"	"6"
virtual-2125	SELECT	txn1	415
virtual-2126	MERGE	txn2	413	413	"8"	"8"
virtual-2128	MERGE	txn0	0	0	"4"	"4"
virtual-2127	SELECT	txn1	415
